[2025-12-06 14:46:44,259] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 18:46:51,941] [INFO] [__main__] Episode 5
[2025-12-06 18:46:51,967] [INFO] [__main__] Episode 6
[2025-12-06 18:46:51,999] [INFO] [__main__] Episode 7
[2025-12-06 18:46:52,026] [INFO] [__main__] Episode 8
[2025-12-06 18:46:52,049] [INFO] [__main__] Episode 9
[2025-12-06 18:48:47,487] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 18:48:50,798] [INFO] [__main__] Episode 0
[2025-12-06 18:48:50,826] [INFO] [__main__] Episode 1
[2025-12-06 18:48:50,854] [INFO] [__main__] Episode 2
[2025-12-06 18:48:50,884] [INFO] [__main__] Episode 3
[2025-12-06 18:48:50,912] [INFO] [__main__] Episode 4
[2025-12-06 18:48:50,942] [INFO] [__main__] Episode 5
[2025-12-06 18:48:50,970] [INFO] [__main__] Episode 6
[2025-12-06 18:48:51,001] [INFO] [__main__] Episode 7
[2025-12-06 18:48:51,027] [INFO] [__main__] Episode 8
[2025-12-06 18:48:51,053] [INFO] [__main__] Episode 9
[2025-12-06 18:50:20,242] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 18:50:24,250] [INFO] [__main__] Episode 0
[2025-12-06 18:50:24,283] [INFO] [__main__] Episode 1
[2025-12-06 18:50:24,319] [INFO] [__main__] Episode 2
[2025-12-06 18:50:24,354] [INFO] [__main__] Episode 3
[2025-12-06 18:50:24,385] [INFO] [__main__] Episode 4
[2025-12-06 18:50:24,420] [INFO] [__main__] Episode 5
[2025-12-06 18:50:24,455] [INFO] [__main__] Episode 6
[2025-12-06 18:50:24,488] [INFO] [__main__] Episode 7
[2025-12-06 18:50:24,528] [INFO] [__main__] Episode 8
[2025-12-06 18:50:24,567] [INFO] [__main__] Episode 9
[2025-12-06 18:50:57,418] [INFO] [__main__] === DONE ===
[2025-12-06 19:22:55,817] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 19:22:58,969] [INFO] [__main__] Episode 0
[2025-12-06 19:22:58,994] [INFO] [__main__] Episode 1
[2025-12-06 19:22:59,019] [INFO] [__main__] Episode 2
[2025-12-06 19:22:59,048] [INFO] [__main__] Episode 3
[2025-12-06 19:22:59,074] [INFO] [__main__] Episode 4
[2025-12-06 19:22:59,107] [INFO] [__main__] Episode 5
[2025-12-06 19:22:59,138] [INFO] [__main__] Episode 6
[2025-12-06 19:22:59,165] [INFO] [__main__] Episode 7
[2025-12-06 19:22:59,191] [INFO] [__main__] Episode 8
[2025-12-06 19:22:59,214] [INFO] [__main__] Episode 9
[2025-12-06 19:36:10,976] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 19:36:39,658] [INFO] [__main__] Starting episode 0
[2025-12-06 19:36:39,684] [INFO] [__main__] Starting episode 1
[2025-12-06 19:36:39,708] [INFO] [__main__] Starting episode 2
[2025-12-06 19:36:39,731] [INFO] [__main__] Starting episode 3
[2025-12-06 19:36:39,756] [INFO] [__main__] Starting episode 4
[2025-12-06 19:36:39,778] [INFO] [__main__] Starting episode 5
[2025-12-06 19:36:39,801] [INFO] [__main__] Starting episode 6
[2025-12-06 19:36:39,824] [INFO] [__main__] Starting episode 7
[2025-12-06 19:36:39,849] [INFO] [__main__] Starting episode 8
[2025-12-06 19:36:39,871] [INFO] [__main__] Starting episode 9
[2025-12-06 19:36:39,894] [INFO] [__main__] === DONE ===
[2025-12-06 20:36:26,333] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 20:40:23,294] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 20:41:21,011] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 20:45:40,878] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 20:46:26,629] [INFO] [__main__] Starting episode 0
[2025-12-06 20:46:26,675] [INFO] [__main__] Starting episode 1
[2025-12-06 20:46:26,710] [INFO] [__main__] Starting episode 2
[2025-12-06 20:46:26,742] [INFO] [__main__] Starting episode 3
[2025-12-06 20:46:26,774] [INFO] [__main__] Starting episode 4
[2025-12-06 20:46:26,807] [INFO] [__main__] Starting episode 5
[2025-12-06 20:46:26,842] [INFO] [__main__] Starting episode 6
[2025-12-06 20:46:26,875] [INFO] [__main__] Starting episode 7
[2025-12-06 20:46:26,907] [INFO] [__main__] Starting episode 8
[2025-12-06 20:46:26,943] [INFO] [__main__] Starting episode 9
[2025-12-06 20:46:26,971] [INFO] [__main__] === DONE ===
[2025-12-06 20:50:52,935] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 20:51:33,632] [INFO] [__main__] Starting episode 0
[2025-12-06 20:51:33,655] [INFO] [__main__] Starting episode 1
[2025-12-06 20:51:33,676] [INFO] [__main__] Starting episode 2
[2025-12-06 20:51:33,697] [INFO] [__main__] Starting episode 3
[2025-12-06 20:51:33,718] [INFO] [__main__] Starting episode 4
[2025-12-06 20:51:33,738] [INFO] [__main__] Starting episode 5
[2025-12-06 20:51:33,759] [INFO] [__main__] Starting episode 6
[2025-12-06 20:51:33,779] [INFO] [__main__] Starting episode 7
[2025-12-06 20:51:33,799] [INFO] [__main__] Starting episode 8
[2025-12-06 20:51:33,821] [INFO] [__main__] Starting episode 9
[2025-12-06 20:51:33,859] [INFO] [__main__] === DONE ===
[2025-12-06 20:58:02,964] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 21:00:02,549] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 21:00:52,829] [INFO] [__main__] Starting episode 0
[2025-12-06 21:00:52,853] [INFO] [__main__] Starting episode 1
[2025-12-06 21:00:52,876] [INFO] [__main__] Starting episode 2
[2025-12-06 21:00:52,898] [INFO] [__main__] Starting episode 3
[2025-12-06 21:00:52,921] [INFO] [__main__] Starting episode 4
[2025-12-06 21:00:52,943] [INFO] [__main__] Starting episode 5
[2025-12-06 21:00:52,966] [INFO] [__main__] Starting episode 6
[2025-12-06 21:00:52,989] [INFO] [__main__] Starting episode 7
[2025-12-06 21:00:53,011] [INFO] [__main__] Starting episode 8
[2025-12-06 21:00:53,033] [INFO] [__main__] Starting episode 9
[2025-12-06 21:00:53,057] [INFO] [__main__] === DONE ===
[2025-12-06 21:07:48,062] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 21:09:24,491] [INFO] [__main__] Starting episode 0
[2025-12-06 21:09:24,524] [INFO] [__main__] Starting episode 1
[2025-12-06 21:09:24,553] [INFO] [__main__] Starting episode 2
[2025-12-06 21:09:24,580] [INFO] [__main__] Starting episode 3
[2025-12-06 21:09:24,608] [INFO] [__main__] Starting episode 4
[2025-12-06 21:09:24,635] [INFO] [__main__] Starting episode 5
[2025-12-06 21:09:24,662] [INFO] [__main__] Starting episode 6
[2025-12-06 21:09:24,689] [INFO] [__main__] Starting episode 7
[2025-12-06 21:09:24,718] [INFO] [__main__] Starting episode 8
[2025-12-06 21:09:24,748] [INFO] [__main__] Starting episode 9
[2025-12-06 21:09:24,778] [INFO] [__main__] === DONE ===
[2025-12-06 21:39:25,819] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 21:39:25,820] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 21:39:25,820] [INFO] [__main__] 特征数量: 15
[2025-12-06 21:39:25,820] [INFO] [__main__] 序列长度: 1
[2025-12-06 21:39:25,920] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 21:40:24,690] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 21:40:24,691] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 21:40:24,691] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 21:40:24,691] [INFO] [__main__] 训练GAN...
[2025-12-06 21:40:26,612] [INFO] [__main__] GAN训练完成
[2025-12-06 21:40:26,612] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 21:40:26,630] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 21:40:26,630] [ERROR] [__main__] LLM生成失败: LLMClient.__init__() got an unexpected keyword argument 'temperature'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 175, in main
    llm_client = LLMClient(
TypeError: LLMClient.__init__() got an unexpected keyword argument 'temperature'
[2025-12-06 21:40:26,632] [INFO] [__main__] 使用GAN生成 3 个任务作为后备
[2025-12-06 21:40:26,632] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 21:40:26,653] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 21:40:26,653] [INFO] [__main__] Episode 1/10
[2025-12-06 21:40:26,653] [ERROR] [__main__] 强化学习训练失败: 'HPCSimulator' object has no attribute 'reset'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 238, in main
    state = env_sim.reset()
AttributeError: 'HPCSimulator' object has no attribute 'reset'
[2025-12-06 21:40:26,654] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 21:49:43,139] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 21:49:43,139] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 21:49:43,139] [INFO] [__main__] 特征数量: 15
[2025-12-06 21:49:43,139] [INFO] [__main__] 序列长度: 1
[2025-12-06 21:49:43,231] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 21:50:40,105] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 21:50:40,106] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 21:50:40,106] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 21:50:40,107] [INFO] [__main__] 训练GAN...
[2025-12-06 21:50:41,874] [INFO] [__main__] GAN训练完成
[2025-12-06 21:50:41,874] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 21:50:41,889] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 21:51:06,781] [INFO] [__main__] LLM生成 3 个任务
[2025-12-06 21:51:06,781] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 21:51:06,785] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 21:51:06,785] [INFO] [__main__] Episode 1/10
[2025-12-06 21:51:07,253] [ERROR] [__main__] 强化学习训练失败: mat1 and mat2 shapes cannot be multiplied (1x30 and 15x64)
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 245, in main
    action = agent.act(state)
  File "C:\F\gahpc\src\agent\ppo_agent.py", line 169, in act
    action, log_prob, value = self.policy.act(state)
  File "C:\F\gahpc\src\agent\ppo_agent.py", line 58, in act
    action_mean, action_std, value = self.forward(state)
  File "C:\F\gahpc\src\agent\ppo_agent.py", line 43, in forward
    features = self.shared_layers(state)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\container.py", line 217, in forward
    input = module(input)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\linear.py", line 116, in forward
    return F.linear(input, self.weight, self.bias)
RuntimeError: mat1 and mat2 shapes cannot be multiplied (1x30 and 15x64)
[2025-12-06 21:51:07,257] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 21:53:51,933] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 21:53:51,933] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 21:53:51,933] [INFO] [__main__] 特征数量: 15
[2025-12-06 21:53:51,933] [INFO] [__main__] 序列长度: 1
[2025-12-06 21:53:52,017] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 21:54:43,566] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 21:54:43,567] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 21:54:43,568] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 21:54:43,568] [INFO] [__main__] 训练GAN...
[2025-12-06 21:54:45,294] [INFO] [__main__] GAN训练完成
[2025-12-06 21:54:45,294] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 21:54:45,312] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 21:55:05,518] [INFO] [__main__] LLM生成 3 个任务
[2025-12-06 21:55:05,518] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 21:55:05,521] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 21:55:05,521] [INFO] [__main__] Episode 1/10
[2025-12-06 21:55:05,918] [ERROR] [__main__] 强化学习训练失败: mat1 and mat2 shapes cannot be multiplied (1x30 and 15x64)
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 245, in main
    action = agent.act(state)
  File "C:\F\gahpc\src\agent\ppo_agent.py", line 193, in act
    action, log_prob, value = self.policy.act(state)
  File "C:\F\gahpc\src\agent\ppo_agent.py", line 76, in act
    action_mean, action_std, value = self.forward(state)
  File "C:\F\gahpc\src\agent\ppo_agent.py", line 53, in forward
    features = self.shared_layers(state)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\container.py", line 217, in forward
    input = module(input)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\zoudf\anaconda3\envs\gahpc\lib\site-packages\torch\nn\modules\linear.py", line 116, in forward
    return F.linear(input, self.weight, self.bias)
RuntimeError: mat1 and mat2 shapes cannot be multiplied (1x30 and 15x64)
[2025-12-06 21:55:05,920] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 22:00:17,709] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 22:00:17,709] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 22:00:17,709] [INFO] [__main__] 特征数量: 15
[2025-12-06 22:00:17,709] [INFO] [__main__] 序列长度: 1
[2025-12-06 22:00:17,790] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 22:01:10,683] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 22:01:10,685] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 22:01:10,685] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 22:01:10,685] [INFO] [__main__] 训练GAN...
[2025-12-06 22:01:12,514] [INFO] [__main__] GAN训练完成
[2025-12-06 22:01:12,514] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 22:01:12,532] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 22:01:38,075] [INFO] [__main__] LLM生成 3 个任务
[2025-12-06 22:01:38,075] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 22:01:38,080] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 22:01:38,080] [INFO] [__main__] Episode 1/10
[2025-12-06 22:01:38,155] [INFO] [__main__] Episode 1 完成，奖励: -5.00
[2025-12-06 22:01:38,155] [INFO] [__main__] Episode 2/10
[2025-12-06 22:01:38,200] [INFO] [__main__] Episode 2 完成，奖励: -5.00
[2025-12-06 22:01:38,200] [INFO] [__main__] Episode 3/10
[2025-12-06 22:01:38,247] [INFO] [__main__] Episode 3 完成，奖励: -5.00
[2025-12-06 22:01:38,247] [INFO] [__main__] Episode 4/10
[2025-12-06 22:01:38,291] [INFO] [__main__] Episode 4 完成，奖励: -5.00
[2025-12-06 22:01:38,291] [INFO] [__main__] Episode 5/10
[2025-12-06 22:01:38,345] [INFO] [__main__] Episode 5 完成，奖励: -5.00
[2025-12-06 22:01:38,346] [INFO] [__main__] Episode 6/10
[2025-12-06 22:01:38,398] [INFO] [__main__] Episode 6 完成，奖励: -5.00
[2025-12-06 22:01:38,399] [INFO] [__main__] Episode 7/10
[2025-12-06 22:01:38,445] [INFO] [__main__] Episode 7 完成，奖励: -5.00
[2025-12-06 22:01:38,445] [INFO] [__main__] Episode 8/10
[2025-12-06 22:01:38,506] [INFO] [__main__] Episode 8 完成，奖励: -5.00
[2025-12-06 22:01:38,506] [INFO] [__main__] Episode 9/10
[2025-12-06 22:01:38,587] [INFO] [__main__] Episode 9 完成，奖励: -5.00
[2025-12-06 22:01:38,587] [INFO] [__main__] Episode 10/10
[2025-12-06 22:01:38,648] [INFO] [__main__] Episode 10 完成，奖励: -5.00
[2025-12-06 22:01:38,649] [INFO] [__main__] 强化学习训练完成
[2025-12-06 22:01:38,649] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 22:24:56,177] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 22:24:56,177] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 22:24:56,177] [INFO] [__main__] 特征数量: 15
[2025-12-06 22:24:56,177] [INFO] [__main__] 序列长度: 1
[2025-12-06 22:24:56,339] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 22:25:54,427] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 22:25:54,428] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 22:25:54,428] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 22:25:54,428] [INFO] [__main__] 训练GAN...
[2025-12-06 22:25:57,111] [INFO] [__main__] GAN训练完成
[2025-12-06 22:25:57,111] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 22:25:57,128] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 22:25:57,178] [ERROR] [__main__] LLM生成失败: 'HPCSimulator' object has no attribute 'job_queue'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 233, in main
    env_sim = HPCSimulator(cfg)
  File "C:\F\gahpc\src\simulator\simulator.py", line 20, in __init__
    self.reset()
  File "C:\F\gahpc\src\simulator\simulator.py", line 53, in reset
    logger.info(f"Simulator reset (保留 {len(self.job_queue)} 个作业)")
AttributeError: 'HPCSimulator' object has no attribute 'job_queue'
[2025-12-06 22:25:57,182] [INFO] [__main__] 使用GAN生成 3 个任务作为后备
[2025-12-06 22:25:57,182] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 22:25:57,182] [ERROR] [__main__] 强化学习训练失败: 'HPCSimulator' object has no attribute 'job_queue'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 273, in main
    env_sim = HPCSimulator(cfg)
  File "C:\F\gahpc\src\simulator\simulator.py", line 20, in __init__
    self.reset()
  File "C:\F\gahpc\src\simulator\simulator.py", line 53, in reset
    logger.info(f"Simulator reset (保留 {len(self.job_queue)} 个作业)")
AttributeError: 'HPCSimulator' object has no attribute 'job_queue'
[2025-12-06 22:34:42,214] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 22:34:42,214] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 22:34:42,214] [INFO] [__main__] 特征数量: 15
[2025-12-06 22:34:42,215] [INFO] [__main__] 序列长度: 1
[2025-12-06 22:34:42,354] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 22:35:48,633] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 22:35:48,635] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 22:35:48,635] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 22:35:48,635] [INFO] [__main__] 训练GAN...
[2025-12-06 22:35:50,830] [INFO] [__main__] GAN训练完成
[2025-12-06 22:35:50,830] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 22:35:50,853] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 22:36:14,746] [INFO] [__main__] LLM生成 3 个任务
[2025-12-06 22:36:14,746] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 22:36:14,747] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 22:36:14,775] [INFO] [__main__] Episode 1/10
[2025-12-06 22:36:14,792] [ERROR] [__main__] 强化学习训练失败: 'HPCSimulator' object has no attribute 'step'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 320, in main
    next_state, reward, done, info = env_sim.step(action)
AttributeError: 'HPCSimulator' object has no attribute 'step'
[2025-12-06 22:36:14,794] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 22:49:35,270] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 22:49:35,270] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 22:49:35,271] [INFO] [__main__] 特征数量: 15
[2025-12-06 22:49:35,271] [INFO] [__main__] 序列长度: 1
[2025-12-06 22:49:35,403] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 22:50:45,128] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 22:50:45,130] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 22:50:45,130] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 22:50:45,130] [INFO] [__main__] 训练GAN...
[2025-12-06 22:50:47,351] [INFO] [__main__] GAN训练完成
[2025-12-06 22:50:47,351] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 22:50:47,371] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 22:50:47,372] [WARNING] [__main__] 获取环境状态失败: 'HPCSimulator' object has no attribute 'export_state'
[2025-12-06 22:50:47,372] [INFO] [__main__] 使用模拟环境状态
[2025-12-06 22:51:04,674] [ERROR] [__main__] LLM生成失败: 'LLMJobGenerator' object has no attribute '_ensure_diversity'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 278, in main
    generated_jobs = llm_gen.generate_job(
  File "C:\F\gahpc\src\llm\llm_job_gen.py", line 367, in generate_job
    jobs = self._ensure_diversity(jobs, num)
AttributeError: 'LLMJobGenerator' object has no attribute '_ensure_diversity'
[2025-12-06 22:54:54,293] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 22:54:54,293] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 22:54:54,293] [INFO] [__main__] 特征数量: 15
[2025-12-06 22:54:54,293] [INFO] [__main__] 序列长度: 1
[2025-12-06 22:54:54,376] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 22:55:45,161] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 22:55:45,162] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 22:55:45,162] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 22:55:45,162] [INFO] [__main__] 训练GAN...
[2025-12-06 22:55:46,836] [INFO] [__main__] GAN训练完成
[2025-12-06 22:55:46,836] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 22:55:46,851] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 22:55:46,851] [WARNING] [__main__] 获取环境状态失败: 'HPCSimulator' object has no attribute 'export_state'
[2025-12-06 22:55:46,851] [INFO] [__main__] 使用模拟环境状态
[2025-12-06 22:55:59,695] [ERROR] [__main__] LLM生成失败: 'LLMJobGenerator' object has no attribute '_ensure_diversity'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 278, in main
    generated_jobs = llm_gen.generate_job(
  File "C:\F\gahpc\src\llm\llm_job_gen.py", line 367, in generate_job
    jobs = self._ensure_diversity(jobs, num)
AttributeError: 'LLMJobGenerator' object has no attribute '_ensure_diversity'
[2025-12-06 23:02:51,760] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:02:51,760] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:02:51,760] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:02:51,761] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:02:51,846] [INFO] [__main__] 加载job统计特征数据...
